mission_id,timestamp,value,sensor_type_id,channel
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:15:54Z,18.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:16:54Z,19.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:17:54Z,20.0,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:18:54Z,20.5625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:19:54Z,22.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:20:54Z,29.0625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:21:54Z,27.0,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:22:54Z,26.0,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:23:54Z,25.375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:24:54Z,24.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:25:54Z,24.5625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:26:54Z,24.3125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:27:54Z,24.25,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:28:54Z,24.125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:29:54Z,24.375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:30:54Z,25.5625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:31:54Z,27.3125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:32:54Z,29.5625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:33:54Z,31.875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:34:54Z,34.125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:35:54Z,36.0625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:36:54Z,38.0625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:37:54Z,38.8125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:38:54Z,38.0625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:39:54Z,37.75,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:40:54Z,40.0,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:41:54Z,41.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:42:54Z,44.125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:43:54Z,46.5,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:44:54Z,50.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:45:54Z,50.875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:46:54Z,52.25,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:47:54Z,52.75,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:48:54Z,52.4375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:49:54Z,54.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:50:54Z,58.625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:51:54Z,56.0625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:52:54Z,56.0,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:53:54Z,55.4375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:54:54Z,61.3125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:55:54Z,65.8125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:56:54Z,65.375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:57:54Z,63.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:58:54Z,61.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T06:59:54Z,58.625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:00:54Z,55.25,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:01:54Z,52.4375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:02:54Z,51.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:03:54Z,49.875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:04:54Z,47.75,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:05:54Z,47.5,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:06:54Z,45.875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:07:54Z,47.25,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:08:54Z,47.4375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:09:54Z,48.6875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:10:54Z,55.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:11:54Z,59.625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:12:54Z,62.875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:13:54Z,64.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:14:54Z,66.1875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:15:54Z,66.5625,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:16:54Z,64.875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:17:54Z,61.0,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:18:54Z,56.75,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:19:54Z,53.9375,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:20:54Z,52.25,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:21:54Z,50.6875,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:22:54Z,49.125,1,0
5def381a-0000-0000-0000-806FB063584D,2019-12-10T07:23:54Z,35.75,1,0
