mission_id,timestamp,value,sensor_type_id,channel
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:04:00Z,25.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:09:01Z,24.8125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:14:02Z,43.1875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:19:03Z,75.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:24:04Z,94.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:29:05Z,102.1875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:34:06Z,99.9375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:39:07Z,94.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:44:08Z,71.0,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:49:09Z,57.5,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:54:10Z,48.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T10:59:11Z,42.375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:04:12Z,38.0625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:09:13Z,35.125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:14:14Z,33.0,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:19:15Z,31.3125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:24:16Z,30.0,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:29:17Z,29.0,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:34:18Z,28.1875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:39:19Z,27.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:44:20Z,27.125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:49:21Z,26.8125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:54:22Z,26.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T11:59:23Z,26.375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:04:24Z,26.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:09:25Z,26.125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:14:26Z,25.9375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:19:27Z,25.75,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:24:28Z,25.75,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:29:29Z,25.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:34:30Z,25.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:39:31Z,25.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:44:32Z,25.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:49:33Z,25.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:54:34Z,25.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T12:59:35Z,25.4375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:04:36Z,25.3125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:09:37Z,25.375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:14:38Z,25.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:19:39Z,29.0625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:24:40Z,28.875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:29:41Z,27.75,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:34:42Z,27.125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:39:43Z,26.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:44:44Z,26.0625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:49:45Z,43.0625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:54:46Z,39.0625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T13:59:47Z,35.3125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:04:48Z,32.75,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:09:49Z,30.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:14:50Z,29.0,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:19:51Z,27.9375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:24:52Z,43.875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:29:53Z,71.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:34:54Z,75.4375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:39:55Z,58.8125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:44:56Z,48.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:49:57Z,41.6875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:54:58Z,36.9375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T14:59:59Z,33.6875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:05:00Z,31.375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:10:01Z,29.75,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:15:02Z,28.5625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:20:03Z,66.375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:25:04Z,84.25,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:30:05Z,85.8125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:35:06Z,78.875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:40:07Z,73.0,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:45:08Z,93.1875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:50:09Z,96.3125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T15:55:10Z,87.6875,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T16:00:11Z,67.625,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T16:05:12Z,54.5,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T16:10:13Z,45.9375,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T16:15:14Z,40.125,1,0
5de4e190-0000-0000-0000-CC78AB77F24F,2019-12-02T16:20:15Z,36.125,1,0
