mission_id,timestamp,value,sensor_type_id,channel
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:19:21Z,27.625,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:24:21Z,26.5625,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:29:21Z,26.625,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:34:21Z,27.625,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:39:21Z,25.6875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:44:21Z,25.125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:49:21Z,24.5,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:54:21Z,24.625,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T08:59:21Z,24.75,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:04:21Z,24.8125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:09:21Z,24.6875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:14:21Z,24.6875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:19:21Z,24.8125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:24:21Z,24.8125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:29:21Z,24.8125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:34:21Z,24.875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:39:21Z,24.8125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:44:21Z,24.875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:49:21Z,24.8125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:54:21Z,25.4375,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T09:59:21Z,25.3125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:04:21Z,25.3125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:09:21Z,25.25,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:14:21Z,25.125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:19:21Z,25.1875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:24:21Z,25.25,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:29:21Z,25.25,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:34:21Z,25.375,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:39:21Z,25.3125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:44:21Z,25.375,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:49:21Z,25.5,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:54:21Z,25.6875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T10:59:21Z,25.6875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T11:04:21Z,25.875,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T11:09:21Z,26.0625,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T11:14:21Z,26.125,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T11:19:21Z,26.375,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T11:24:21Z,26.5,1,0
5dd79a09-0000-0000-0000-CC78AB77FCFF,2019-11-22T11:29:21Z,26.625,1,0
