"","fullname","basename","qa_date","sampleID","filterID","sampletype","fieldworkerID","HHID","loggerID","samplerate_minutes","sampling_duration","AERslope","AERr_squared","first_minutes_bl_CO","first_minutes_bl_CO2","last_minutes_bl_CO","last_minutes_bl_CO2","Run_avg","Run_sd","bg_start_flag","bg_end_flag","nonresponsive_flag","CO2_maxout_flag","CO_maxout_flag","flag_total","flags"
"1","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-09-19_KE152-KE005-E_3-Test011.xls","2019-09-19_KE152-KE005-E_3-Test011.xls",2019-10-30,"KE152-KE005-E",NA,"E",5,152,"3-Test011",1,0.733333333333333,1.26331870531737,0.152192226416534,0.02,535,0,493.4,1.92888888888889,2.55757539853509,0,0,0,0,0,0,""
"2","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-09-24_KE126-KE004-E_3-Test012.xls","2019-09-24_KE126-KE004-E_3-Test012.xls",2019-10-30,"KE126-KE004-E",NA,"E",4,126,"3-Test012",1,0.533333333333333,1.17504160550227,0.103263360844103,1.46,594.2,0,551,7.03030303030303,7.20947661278564,0,0,0,0,0,0,""
"3","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-09-24_KE157-KE013-E_Test034.xls","2019-09-24_KE157-KE013-E_Test034.xls",2019-10-30,"KE157-KE013-E",NA,"E",13,157,"Test034",60,2.04972222222222,NA,NA,1.12,201.6,2.64,240.8,68.0733870967742,38.870071478285,0,0,0,0,0,0,""
"4","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-09-26_KE085-KE005-E_Test013.xls","2019-09-26_KE085-KE005-E_Test013.xls",2019-10-30,"KE085-KE005-E",NA,"E",5,85,"Test013",1,0.633333333333333,0.520583362771322,0.0600205495010541,3.48,885.4,3.9,670,18.3179487179487,16.6665576244746,0,0,0,0,0,0,""
"5","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-10-02_KE238-KE004-E_Test014.xls","2019-10-02_KE238-KE004-E_Test014.xls",2019-10-30,"KE238-KE004-E",NA,"E",4,238,"Test014",1,1.35,0.635247580090074,0.329208394349362,0,444.4,0,499.4,33.0390243902439,33.8375923467755,0,0,0,0,0,0,""
"6","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-10-08_KE157-KE013-E_Test015.xls","2019-10-08_KE157-KE013-E_Test015.xls",2019-10-30,"KE157-KE013-E",NA,"E",13,157,"Test015",1,1.91666666666667,0.351984450730927,0.0872191184423617,0,596.8,0.04,463.4,113.326724137931,84.2666238098207,0,0,0,0,0,0,""
"7","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-10-14_KE053-KE011-E_Test007.xls","2019-10-14_KE053-KE011-E_Test007.xls",2019-10-30,"KE053-KE011-E",NA,"E",11,53,"Test007",1,0.767777777777778,2.27302609638007,0.50752500041975,17.68,510.8,20.62,1037,19.6468085106383,2.01255311178415,1,1,0,0,0,2,"bg_start, bg_end"
"8","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-10-14_KE229-KE004-E_Test035.xls","2019-10-14_KE229-KE004-E_Test035.xls",2019-10-30,"KE229-KE004-E",NA,"E",4,229,"Test035",60,2.18305555555556,0.211900797013244,0.0490407584914087,12,206.8,13.24,231,85.4931818181818,46.1399765287496,1,1,0,0,0,2,"bg_start, bg_end"
"9","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-10-15_KE026-KE004-E_Test037.xls","2019-10-15_KE026-KE004-E_Test037.xls",2019-10-30,"KE026-KE004-E",NA,"E",4,26,"Test037",60,0.599722222222222,NA,NA,1.98,91.4,65.94,525.4,107.683783783784,107.812096088811,0,1,0,1,0,2,"bg_end, CO2_maxout"
"10","/Users/ricardopiedrahita/Dropbox/UNOPSemissionsexposure/E2EDataAnalysis/ProcessedData/CleanedTSIData/2019-10-15_KE158-KE011-E_Test008.xls","2019-10-15_KE158-KE011-E_Test008.xls",2019-10-30,"KE158-KE011-E",NA,"E",11,158,"Test008",1,1.31833333333333,0.659663260635665,0.236085189367329,18.04,705.4,17.32,633.2,17.9225,0.510639955895504,1,1,0,0,0,2,"bg_start, bg_end"
