"","fullname","basename","qa_date","sampleID","datestart","sampletype","fieldworkerID","HHID","loggerID","samplerate_minutes","sampling_duration","completeness_fl","time_interval_fl","beacon_presence_fl","beacon_time","startup_proc_fl","duration_fl","flag_total"
"44","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE053-KE004-L_1345","2019-11-04_KE053-KE004-L_1345",2019-11-27,"KE053-KE004-L",2019-11-04,"L",4,53,"1345",0.683333333333333,1.19854166666667,0,0,1,0,1,0,2
"45","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE148-KE011-K_1306","2019-11-04_KE148-KE011-K_1306",2019-11-27,"KE148-KE011-K",2019-11-04,"K",11,148,"1306",0.683333333333333,3.16277777777778,0,0,1,0,0,0,1
"46","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE148-KE011-L_1352","2019-11-04_KE148-KE011-L_1352",2019-11-27,"KE148-KE011-L",2019-11-04,"L",11,148,"1352",0.35,3.16278935185185,0,0,1,0,1,0,2
"47","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-05_KE062-KE004-K_1342","2019-11-05_KE062-KE004-K_1342",2019-11-27,"KE062-KE004-K",2019-11-05,"K",4,62,"1342",0.683333333333333,3.06251157407407,0,0,1,0,1,0,2
"48","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-05_KE062-KE004-L_1357","2019-11-05_KE062-KE004-L_1357",2019-11-27,"KE062-KE004-L",2019-11-05,"L",4,62,"1357",0.35,3.06278935185185,0,0,1,0,0,0,1
"49","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE040-KE004-K_1345","2019-11-06_KE040-KE004-K_1345",2019-11-27,"KE040-KE004-K",2019-11-06,"K",4,40,"1345",0.683333333333333,1.0225,0,0,1,0,1,0,2
"50","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE040-KE004-L_1353","2019-11-06_KE040-KE004-L_1353",2019-11-27,"KE040-KE004-L",2019-11-06,"L",4,40,"1353",0.683333333333333,1.02103009259259,0,0,1,0,1,0,2
"51","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE155-KE011-K_1296","2019-11-06_KE155-KE011-K_1296",2019-11-27,"KE155-KE011-K",2019-11-06,"K",11,155,"1296",0.683333333333333,0.742430555555556,0,0,1,0,0,1,2
"52","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE155-KE011-L_1344","2019-11-06_KE155-KE011-L_1344",2019-11-27,"KE155-KE011-L",2019-11-06,"L",11,155,"1344",0.683333333333333,1.17763888888889,0,0,1,0,1,0,2
"53","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE033-KE004-K_1358","2019-11-07_KE033-KE004-K_1358",2019-11-27,"KE033-KE004-K",2019-11-07,"K",4,33,"1358",0.683333333333333,1.02790509259259,0,0,1,0,0,0,1
"54","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE033-KE004-L_1354","2019-11-07_KE033-KE004-L_1354",2019-11-27,"KE033-KE004-L",2019-11-07,"L",4,33,"1354",0.35,1.19355324074074,0,0,1,0,0,0,1
"55","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE103-KE005-K_1355","2019-11-07_KE103-KE005-K_1355",2019-11-27,"KE103-KE005-K",2019-11-07,"K",5,103,"1355",0.683333333333333,1.06122685185185,0,0,1,0,0,0,1
"56","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE103-KE005-L_1356","2019-11-07_KE103-KE005-L_1356",2019-11-27,"KE103-KE005-L",2019-11-07,"L",5,103,"1356",0.35,1.06131944444444,0,0,1,0,0,0,1
"57","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-11_KE120-KE004-K_1353","2019-11-11_KE120-KE004-K_1353",2019-11-27,"KE120-KE004-K",2019-11-11,"K",4,120,"1353",0.683333333333333,4.04444444444444,0,0,1,0,0,0,1
"58","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-11_KE120-KE004-L_1358","2019-11-11_KE120-KE004-L_1358",2019-11-27,"KE120-KE004-L",2019-11-11,"L",4,120,"1358",0.683333333333333,4.04412037037037,0,0,1,0,1,0,2
"59","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-22_KE510-KE011-K_1357","2019-11-22_KE510-KE011-K_1357",2019-11-27,"KE510-KE011-K",2019-11-22,"K",11,510,"1357",0.683333333333333,3.12078703703704,0,0,1,0,0,0,1
"60","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-22_KE510-KE011-L_1341","2019-11-22_KE510-KE011-L_1341",2019-11-27,"KE510-KE011-L",2019-11-22,"L",11,510,"1341",0.683333333333333,3.0228587962963,0,0,1,0,0,0,1
