"","fullname","datestart","basename","basename_sansext","sampleID","loggerID","filterID","sampletype","fieldworkerIDstr","fieldworkerID","HHIDstr","HHID","flag","filename_flag"
"11","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-09-26_KE157-KE006-K_UCC320045N_CAA851raw",2019-09-26,"2019-09-26_KE157-KE006-K_UCC320045N_CAA851raw","2019-09-26_KE157-KE006-K_UCC320045N_CAA851raw","KE157-KE006-K","UCC320045N","CAA851raw","K","KE006",6,"KE157",157,"good",0
"12","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-09-27_KE085-KE0030-K_UCC320036N_CAA832",2019-09-27,"2019-09-27_KE085-KE0030-K_UCC320036N_CAA832","2019-09-27_KE085-KE0030-K_UCC320036N_CAA832","KE085-KE0030-K","UCC320036N","CAA832","K","KE0030",30,"KE085",85,"good",1
"13","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-09-27_KE085-KE0030-Y_ECM00480_CAA747",2019-09-27,"2019-09-27_KE085-KE0030-Y_ECM00480_CAA747","2019-09-27_KE085-KE0030-Y_ECM00480_CAA747","KE085-KE0030-Y","ECM00480","CAA747","Y","KE0030",30,"KE085",85,"good",1
"14","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-09-27_KE085-KE03-C_UCC320141F_CAA828",2019-09-27,"2019-09-27_KE085-KE03-C_UCC320141F_CAA828","2019-09-27_KE085-KE03-C_UCC320141F_CAA828","KE085-KE03-C","UCC320141F","CAA828","C","KE03",3,"KE085",85,"good",0
"15","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-02_KE238-KE006-C_UGF320415N_CAA842",2019-10-02,"2019-10-02_KE238-KE006-C_UGF320415N_CAA842","2019-10-02_KE238-KE006-C_UGF320415N_CAA842","KE238-KE006-C","UGF320415N","CAA842","C","KE006",6,"KE238",238,"good",0
"16","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-02_KE238-KE006-K_UGF320612N_CAA835",2019-10-02,"2019-10-02_KE238-KE006-K_UGF320612N_CAA835","2019-10-02_KE238-KE006-K_UGF320612N_CAA835","KE238-KE006-K","UGF320612N","CAA835","K","KE006",6,"KE238",238,"good",0
"17","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-02_KE238-KE006-Y_ECM00473_CAA738",2019-10-02,"2019-10-02_KE238-KE006-Y_ECM00473_CAA738","2019-10-02_KE238-KE006-Y_ECM00473_CAA738","KE238-KE006-Y","ECM00473","CAA738","Y","KE006",6,"KE238",238,"good",0
"18","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-09_KE157-KE006-C_UGF320502N_CAA763raw",2019-10-09,"2019-10-09_KE157-KE006-C_UGF320502N_CAA763raw","2019-10-09_KE157-KE006-C_UGF320502N_CAA763raw","KE157-KE006-C","UGF320502N","CAA763raw","C","KE006",6,"KE157",157,"good",0
"19","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-09_KE157-KE006-K_UCC320110F_CAA844raw",2019-10-09,"2019-10-09_KE157-KE006-K_UCC320110F_CAA844raw","2019-10-09_KE157-KE006-K_UCC320110F_CAA844raw","KE157-KE006-K","UCC320110F","CAA844raw","K","KE006",6,"KE157",157,"good",0
"20","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-09_KE157-KE006-Y_ECM00501_CAA727raw",2019-10-09,"2019-10-09_KE157-KE006-Y_ECM00501_CAA727raw","2019-10-09_KE157-KE006-Y_ECM00501_CAA727raw","KE157-KE006-Y","ECM00501","CAA727raw","Y","KE006",6,"KE157",157,"good",0
"21","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-15_KE219-KE07-C_UCC320259N_CAA827raw",2019-10-15,"2019-10-15_KE219-KE07-C_UCC320259N_CAA827raw","2019-10-15_KE219-KE07-C_UCC320259N_CAA827raw","KE219-KE07-C","UCC320259N","CAA827raw","C","KE07",7,"KE219",219,"good",0
"22","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-15_KE219-KE07-K_UCC320168F_CAA836raw",2019-10-15,"2019-10-15_KE219-KE07-K_UCC320168F_CAA836raw","2019-10-15_KE219-KE07-K_UCC320168F_CAA836raw","KE219-KE07-K","UCC320168F","CAA836raw","K","KE07",7,"KE219",219,"good",0
"23","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-15_KE229-KE06-C_UGF320490N_CAA751raw",2019-10-15,"2019-10-15_KE229-KE06-C_UGF320490N_CAA751raw","2019-10-15_KE229-KE06-C_UGF320490N_CAA751raw","KE229-KE06-C","UGF320490N","CAA751raw","C","KE06",6,"KE229",229,"good",0
"24","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-15_KE229-KE06-K_UCC320061N_CAA850raw",2019-10-15,"2019-10-15_KE229-KE06-K_UCC320061N_CAA850raw","2019-10-15_KE229-KE06-K_UCC320061N_CAA850raw","KE229-KE06-K","UCC320061N","CAA850raw","K","KE06",6,"KE229",229,"good",0
"25","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-15_KE229-KE06-Y_ECM00480_CAA679raw",2019-10-15,"2019-10-15_KE229-KE06-Y_ECM00480_CAA679raw","2019-10-15_KE229-KE06-Y_ECM00480_CAA679raw","KE229-KE06-Y","ECM00480","CAA679raw","Y","KE06",6,"KE229",229,"good",0
"26","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE025-KE005-C_UGF320415N_CAA856",2019-10-16,"2019-10-16_KE025-KE005-C_UGF320415N_CAA856","2019-10-16_KE025-KE005-C_UGF320415N_CAA856","KE025-KE005-C","UGF320415N","CAA856","C","KE005",5,"KE025",25,"good",0
"27","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE025-KE005-K_UGF320508N_CAA820",2019-10-16,"2019-10-16_KE025-KE005-K_UGF320508N_CAA820","2019-10-16_KE025-KE005-K_UGF320508N_CAA820","KE025-KE005-K","UGF320508N","CAA820","K","KE005",5,"KE025",25,"good",0
"28","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE025-KE005-Y_ECM00498_CAA678",2019-10-16,"2019-10-16_KE025-KE005-Y_ECM00498_CAA678","2019-10-16_KE025-KE005-Y_ECM00498_CAA678","KE025-KE005-Y","ECM00498","CAA678","Y","KE005",5,"KE025",25,"good",0
"29","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE026-KE005-C_UGF320609N_CAA805",2019-10-16,"2019-10-16_KE026-KE005-C_UGF320609N_CAA805","2019-10-16_KE026-KE005-C_UGF320609N_CAA805","KE026-KE005-C","UGF320609N","CAA805","C","KE005",5,"KE026",26,"good",0
"30","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE026-KE005-K_UCC320170F_CAA818",2019-10-16,"2019-10-16_KE026-KE005-K_UCC320170F_CAA818","2019-10-16_KE026-KE005-K_UCC320170F_CAA818","KE026-KE005-K","UCC320170F","CAA818","K","KE005",5,"KE026",26,"good",0
"31","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE026-KE005-Y_ECM00115_CAA741",2019-10-16,"2019-10-16_KE026-KE005-Y_ECM00115_CAA741","2019-10-16_KE026-KE005-Y_ECM00115_CAA741","KE026-KE005-Y","ECM00115","CAA741","Y","KE005",5,"KE026",26,"good",0
"32","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE053-KE009-C_UCC320139F_CAA810",2019-10-16,"2019-10-16_KE053-KE009-C_UCC320139F_CAA810","2019-10-16_KE053-KE009-C_UCC320139F_CAA810","KE053-KE009-C","UCC320139F","CAA810","C","KE009",9,"KE053",53,"good",0
"33","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE053-KE009-K_UCC320036N_CAA824",2019-10-16,"2019-10-16_KE053-KE009-K_UCC320036N_CAA824","2019-10-16_KE053-KE009-K_UCC320036N_CAA824","KE053-KE009-K","UCC320036N","CAA824","K","KE009",9,"KE053",53,"good",0
"34","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-16_KE053-KE009-Y_ECM00465_CAA739",2019-10-16,"2019-10-16_KE053-KE009-Y_ECM00465_CAA739","2019-10-16_KE053-KE009-Y_ECM00465_CAA739","KE053-KE009-Y","ECM00465","CAA739","Y","KE009",9,"KE053",53,"good",0
"35","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-17_KE199-KE008-C_UCC320080N_CAA757raw",2019-10-17,"2019-10-17_KE199-KE008-C_UCC320080N_CAA757raw","2019-10-17_KE199-KE008-C_UCC320080N_CAA757raw","KE199-KE008-C","UCC320080N","CAA757raw","C","KE008",8,"KE199",199,"good",0
"36","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-17_KE199-KE008-K_UCC320168F_CAA817raw",2019-10-17,"2019-10-17_KE199-KE008-K_UCC320168F_CAA817raw","2019-10-17_KE199-KE008-K_UCC320168F_CAA817raw","KE199-KE008-K","UCC320168F","CAA817raw","K","KE008",8,"KE199",199,"good",0
"37","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-17_KE199-KE008-Y_ECM00503_CAA745raw",2019-10-17,"2019-10-17_KE199-KE008-Y_ECM00503_CAA745raw","2019-10-17_KE199-KE008-Y_ECM00503_CAA745raw","KE199-KE008-Y","ECM00503","CAA745raw","Y","KE008",8,"KE199",199,"good",0
"38","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE026-KE009-C_UGF320508N_CAA834",2019-10-18,"2019-10-18_KE026-KE009-C_UGF320508N_CAA834","2019-10-18_KE026-KE009-C_UGF320508N_CAA834","KE026-KE009-C","UGF320508N","CAA834","C","KE009",9,"KE026",26,"good",0
"39","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE026-KE009-K_UCC320159F_CAA826",2019-10-18,"2019-10-18_KE026-KE009-K_UCC320159F_CAA826","2019-10-18_KE026-KE009-K_UCC320159F_CAA826","KE026-KE009-K","UCC320159F","CAA826","K","KE009",9,"KE026",26,"good",0
"40","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE026-KE009-Y_ECM00465_CAA734raw",2019-10-18,"2019-10-18_KE026-KE009-Y_ECM00465_CAA734raw","2019-10-18_KE026-KE009-Y_ECM00465_CAA734raw","KE026-KE009-Y","ECM00465","CAA734raw","Y","KE009",9,"KE026",26,"good",0
"41","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE177-KE006-C_UCC320170F_CAA823raw",2019-10-18,"2019-10-18_KE177-KE006-C_UCC320170F_CAA823raw","2019-10-18_KE177-KE006-C_UCC320170F_CAA823raw","KE177-KE006-C","UCC320170F","CAA823raw","C","KE006",6,"KE177",177,"good",0
"42","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE177-KE006-K_UCC320084N_CAA814raw",2019-10-18,"2019-10-18_KE177-KE006-K_UCC320084N_CAA814raw","2019-10-18_KE177-KE006-K_UCC320084N_CAA814raw","KE177-KE006-K","UCC320084N","CAA814raw","K","KE006",6,"KE177",177,"good",0
"43","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE177-KE006-Y_ECM00498_CAA746raw",2019-10-18,"2019-10-18_KE177-KE006-Y_ECM00498_CAA746raw","2019-10-18_KE177-KE006-Y_ECM00498_CAA746raw","KE177-KE006-Y","ECM00498","CAA746raw","Y","KE006",6,"KE177",177,"good",0
"44","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE201-KE007-C_UCC320116F_CAA822raw",2019-10-18,"2019-10-18_KE201-KE007-C_UCC320116F_CAA822raw","2019-10-18_KE201-KE007-C_UCC320116F_CAA822raw","KE201-KE007-C","UCC320116F","CAA822raw","C","KE007",7,"KE201",201,"good",0
"45","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE201-KE007-K_UCC320141F_CAA804raw",2019-10-18,"2019-10-18_KE201-KE007-K_UCC320141F_CAA804raw","2019-10-18_KE201-KE007-K_UCC320141F_CAA804raw","KE201-KE007-K","UCC320141F","CAA804raw","K","KE007",7,"KE201",201,"good",0
"46","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-18_KE201-KE007-Y_ECM00469_CAA730raw",2019-10-18,"2019-10-18_KE201-KE007-Y_ECM00469_CAA730raw","2019-10-18_KE201-KE007-Y_ECM00469_CAA730raw","KE201-KE007-Y","ECM00469","CAA730raw","Y","KE007",7,"KE201",201,"good",0
"47","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE190-KE004-C_UCC320045N_CAA855raw",2019-10-25,"2019-10-25_KE190-KE004-C_UCC320045N_CAA855raw","2019-10-25_KE190-KE004-C_UCC320045N_CAA855raw","KE190-KE004-C","UCC320045N","CAA855raw","C","KE004",4,"KE190",190,"good",0
"48","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE023-KE005-C_UCC320129F_CAA534raw",2019-10-25,"2019-10-25_KE023-KE005-C_UCC320129F_CAA534raw","2019-10-25_KE023-KE005-C_UCC320129F_CAA534raw","KE023-KE005-C","UCC320129F","CAA534raw","C","KE005",5,"KE023",23,"good",0
"49","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE023-KE005-K_UGF320490N_CAA533raw",2019-10-25,"2019-10-25_KE023-KE005-K_UGF320490N_CAA533raw","2019-10-25_KE023-KE005-K_UGF320490N_CAA533raw","KE023-KE005-K","UGF320490N","CAA533raw","K","KE005",5,"KE023",23,"good",0
"50","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE023-KE005-Y_ECM00491_CAA687raw",2019-10-25,"2019-10-25_KE023-KE005-Y_ECM00491_CAA687raw","2019-10-25_KE023-KE005-Y_ECM00491_CAA687raw","KE023-KE005-Y","ECM00491","CAA687raw","Y","KE005",5,"KE023",23,"good",0
"51","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE025-KE005-C_UCC320116F_CAA837raw",2019-10-25,"2019-10-25_KE025-KE005-C_UCC320116F_CAA837raw","2019-10-25_KE025-KE005-C_UCC320116F_CAA837raw","KE025-KE005-C","UCC320116F","CAA837raw","C","KE005",5,"KE025",25,"good",0
"52","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE025-KE005-Y_ECM00055_CAA744",2019-10-25,"2019-10-25_KE025-KE005-Y_ECM00055_CAA744","2019-10-25_KE025-KE005-Y_ECM00055_CAA744","KE025-KE005-Y","ECM00055","CAA744","Y","KE005",5,"KE025",25,"good",0
"53","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE028-KE009-C_UCC320139F_CAA572",2019-10-25,"2019-10-25_KE028-KE009-C_UCC320139F_CAA572","2019-10-25_KE028-KE009-C_UCC320139F_CAA572","KE028-KE009-C","UCC320139F","CAA572","C","KE009",9,"KE028",28,"good",0
"54","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE028-KE009-K_UGF320612N_CAA554",2019-10-25,"2019-10-25_KE028-KE009-K_UGF320612N_CAA554","2019-10-25_KE028-KE009-K_UGF320612N_CAA554","KE028-KE009-K","UGF320612N","CAA554","K","KE009",9,"KE028",28,"good",0
"55","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE028-KE009-Y_ECM00503_CAA708",2019-10-25,"2019-10-25_KE028-KE009-Y_ECM00503_CAA708","2019-10-25_KE028-KE009-Y_ECM00503_CAA708","KE028-KE009-Y","ECM00503","CAA708","Y","KE009",9,"KE028",28,"good",0
"56","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE190-KE004-K-UGF320431N_CAA847raw",2019-10-25,"2019-10-25_KE190-KE004-K-UGF320431N_CAA847raw","2019-10-25_KE190-KE004-K-UGF320431N_CAA847raw","KE190-KE004-K-UGF320431N","CAA847raw",NA,"K","KE004",4,"KE190",190,"good",1
"57","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE190-KE004-Y_ECM00466_CAA601raw",2019-10-25,"2019-10-25_KE190-KE004-Y_ECM00466_CAA601raw","2019-10-25_KE190-KE004-Y_ECM00466_CAA601raw","KE190-KE004-Y","ECM00466","CAA601raw","Y","KE004",4,"KE190",190,"good",0
"58","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE196-KE008-C_UCC320159F_CAA752raw",2019-10-25,"2019-10-25_KE196-KE008-C_UCC320159F_CAA752raw","2019-10-25_KE196-KE008-C_UCC320159F_CAA752raw","KE196-KE008-C","UCC320159F","CAA752raw","C","KE008",8,"KE196",196,"good",0
"59","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE196-KE008-K_UCC320170F_CAA849raw",2019-10-25,"2019-10-25_KE196-KE008-K_UCC320170F_CAA849raw","2019-10-25_KE196-KE008-K_UCC320170F_CAA849raw","KE196-KE008-K","UCC320170F","CAA849raw","K","KE008",8,"KE196",196,"good",0
"60","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE196-KE008-Y_ECM00498_CAA726raw",2019-10-25,"2019-10-25_KE196-KE008-Y_ECM00498_CAA726raw","2019-10-25_KE196-KE008-Y_ECM00498_CAA726raw","KE196-KE008-Y","ECM00498","CAA726raw","Y","KE008",8,"KE196",196,"good",0
"61","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE199-KE006-C_UCC320084N_CAA821raw",2019-10-25,"2019-10-25_KE199-KE006-C_UCC320084N_CAA821raw","2019-10-25_KE199-KE006-C_UCC320084N_CAA821raw","KE199-KE006-C","UCC320084N","CAA821raw","C","KE006",6,"KE199",199,"good",0
"62","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE199-KE006-K_UGF320508N_CAA853raw",2019-10-25,"2019-10-25_KE199-KE006-K_UGF320508N_CAA853raw","2019-10-25_KE199-KE006-K_UGF320508N_CAA853raw","KE199-KE006-K","UGF320508N","CAA853raw","K","KE006",6,"KE199",199,"good",0
"63","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE199-KE006-Y_ECM00469_CAA740raw",2019-10-25,"2019-10-25_KE199-KE006-Y_ECM00469_CAA740raw","2019-10-25_KE199-KE006-Y_ECM00469_CAA740raw","KE199-KE006-Y","ECM00469","CAA740raw","Y","KE006",6,"KE199",199,"good",0
"64","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE201-KE004-C_UCC320080N_CAA538raw",2019-10-25,"2019-10-25_KE201-KE004-C_UCC320080N_CAA538raw","2019-10-25_KE201-KE004-C_UCC320080N_CAA538raw","KE201-KE004-C","UCC320080N","CAA538raw","C","KE004",4,"KE201",201,"good",0
"65","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE201-KE004-K_UGF320415N_CAA537raw",2019-10-25,"2019-10-25_KE201-KE004-K_UGF320415N_CAA537raw","2019-10-25_KE201-KE004-K_UGF320415N_CAA537raw","KE201-KE004-K","UGF320415N","CAA537raw","K","KE004",4,"KE201",201,"good",0
"66","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE201-KE004-Y_ECM00480_CAA724raw",2019-10-25,"2019-10-25_KE201-KE004-Y_ECM00480_CAA724raw","2019-10-25_KE201-KE004-Y_ECM00480_CAA724raw","KE201-KE004-Y","ECM00480","CAA724raw","Y","KE004",4,"KE201",201,"good",0
"67","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE219-KE007-C_UGF320259N-CAA840raw",2019-10-25,"2019-10-25_KE219-KE007-C_UGF320259N-CAA840raw","2019-10-25_KE219-KE007-C_UGF320259N-CAA840raw","KE219-KE007-C","UGF320259N-CAA840raw",NA,"C","KE007",7,"KE219",219,"good",1
"68","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-25_KE219-KE007-K_UGF320502N-CAA819raw",2019-10-25,"2019-10-25_KE219-KE007-K_UGF320502N-CAA819raw","2019-10-25_KE219-KE007-K_UGF320502N-CAA819raw","KE219-KE007-K","UGF320502N-CAA819raw",NA,"K","KE007",7,"KE219",219,"good",1
"69","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-10-29_ECM00480_CAA679",2019-10-29,"2019-10-29_ECM00480_CAA679","2019-10-29_ECM00480_CAA679","ECM00480","CAA679",NA,NA,NA,NA,"ECM00480",480,"good",1
