"","fullname","datestart","basename","basename_sansext","sampleID","loggerID","filterID","sampletype","fieldworkerIDstr","fieldworkerID","HHIDstr","HHID","flag","filename_flag"
"149","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-25_KE510-KE011-C_UGF320577N_CAA473raw",2019-11-25,"2019-11-25_KE510-KE011-C_UGF320577N_CAA473raw","2019-11-25_KE510-KE011-C_UGF320577N_CAA473raw","KE510-KE011-C","UGF320577N","CAA473raw","C","KE011",11,"KE510",510,"good",0
"150","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-25_KE510-KE011-K_UCC320015N_CAA455raw",2019-11-25,"2019-11-25_KE510-KE011-K_UCC320015N_CAA455raw","2019-11-25_KE510-KE011-K_UCC320015N_CAA455raw","KE510-KE011-K","UCC320015N","CAA455raw","K","KE011",11,"KE510",510,"good",0
"151","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-25_KE510-KE013-C_UGF320612N_CAA474raw",2019-11-25,"2019-11-25_KE510-KE013-C_UGF320612N_CAA474raw","2019-11-25_KE510-KE013-C_UGF320612N_CAA474raw","KE510-KE013-C","UGF320612N","CAA474raw","C","KE013",13,"KE510",510,"good",0
"152","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-25_KE510-KE013-K_UCC320080N_CAA559raw",2019-11-25,"2019-11-25_KE510-KE013-K_UCC320080N_CAA559raw","2019-11-25_KE510-KE013-K_UCC320080N_CAA559raw","KE510-KE013-K","UCC320080N","CAA559raw","K","KE013",13,"KE510",510,"good",0
"153","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-25_KE510-KE013-Y_ECM00055_CAA631raw",2019-11-25,"2019-11-25_KE510-KE013-Y_ECM00055_CAA631raw","2019-11-25_KE510-KE013-Y_ECM00055_CAA631raw","KE510-KE013-Y","ECM00055","CAA631raw","Y","KE013",13,"KE510",510,"good",0
"154","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE502-KE001-C_UCC320080N_CAA499raw",2019-11-27,"2019-11-27_KE502-KE001-C_UCC320080N_CAA499raw","2019-11-27_KE502-KE001-C_UCC320080N_CAA499raw","KE502-KE001-C","UCC320080N","CAA499raw","C","KE001",1,"KE502",502,"good",0
"155","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE502-KE001-K_UGF320612N_CAA500raw",2019-11-27,"2019-11-27_KE502-KE001-K_UGF320612N_CAA500raw","2019-11-27_KE502-KE001-K_UGF320612N_CAA500raw","KE502-KE001-K","UGF320612N","CAA500raw","K","KE001",1,"KE502",502,"good",0
"156","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE502-KE001-Y_ECM00469_CAA696raw",2019-11-27,"2019-11-27_KE502-KE001-Y_ECM00469_CAA696raw","2019-11-27_KE502-KE001-Y_ECM00469_CAA696raw","KE502-KE001-Y","ECM00469","CAA696raw","Y","KE001",1,"KE502",502,"good",0
"157","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE504-KE007-C_UCC320116F_CAA553",2019-11-27,"2019-11-27_KE504-KE007-C_UCC320116F_CAA553","2019-11-27_KE504-KE007-C_UCC320116F_CAA553","KE504-KE007-C","UCC320116F","CAA553","C","KE007",7,"KE504",504,"good",0
"158","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE504-KE007-K_UGF320577N_CAA506",2019-11-27,"2019-11-27_KE504-KE007-K_UGF320577N_CAA506","2019-11-27_KE504-KE007-K_UGF320577N_CAA506","KE504-KE007-K","UGF320577N","CAA506","K","KE007",7,"KE504",504,"good",0
"159","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE507-KE005-C_UCC320015N_CAA483raw",2019-11-27,"2019-11-27_KE507-KE005-C_UCC320015N_CAA483raw","2019-11-27_KE507-KE005-C_UCC320015N_CAA483raw","KE507-KE005-C","UCC320015N","CAA483raw","C","KE005",5,"KE507",507,"good",0
"160","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE507-KE005-K_UCC320281N_CAA504raw",2019-11-27,"2019-11-27_KE507-KE005-K_UCC320281N_CAA504raw","2019-11-27_KE507-KE005-K_UCC320281N_CAA504raw","KE507-KE005-K","UCC320281N","CAA504raw","K","KE005",5,"KE507",507,"good",0
"161","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE507-KE005-Y_ECM00503_CAA640raw",2019-11-27,"2019-11-27_KE507-KE005-Y_ECM00503_CAA640raw","2019-11-27_KE507-KE005-Y_ECM00503_CAA640raw","KE507-KE005-Y","ECM00503","CAA640raw","Y","KE005",5,"KE507",507,"good",0
"162","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE508-KE012-C_UGF320502N_CAA485raw",2019-11-27,"2019-11-27_KE508-KE012-C_UGF320502N_CAA485raw","2019-11-27_KE508-KE012-C_UGF320502N_CAA485raw","KE508-KE012-C","UGF320502N","CAA485raw","C","KE012",12,"KE508",508,"good",0
"163","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE508-KE012-K_UCC320111F_CAA502raw",2019-11-27,"2019-11-27_KE508-KE012-K_UCC320111F_CAA502raw","2019-11-27_KE508-KE012-K_UCC320111F_CAA502raw","KE508-KE012-K","UCC320111F","CAA502raw","K","KE012",12,"KE508",508,"good",0
"164","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE518-KE008-C_UDE320010F_CAA477raw",2019-11-27,"2019-11-27_KE518-KE008-C_UDE320010F_CAA477raw","2019-11-27_KE518-KE008-C_UDE320010F_CAA477raw","KE518-KE008-C","UDE320010F","CAA477raw","C","KE008",8,"KE518",518,"good",0
"165","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE518-KE008-K_UCC320110F_CAA479raw",2019-11-27,"2019-11-27_KE518-KE008-K_UCC320110F_CAA479raw","2019-11-27_KE518-KE008-K_UCC320110F_CAA479raw","KE518-KE008-K","UCC320110F","CAA479raw","K","KE008",8,"KE518",518,"good",0
"166","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-27_KE518-KE008-Y_ECM00480_CAA641raw",2019-11-27,"2019-11-27_KE518-KE008-Y_ECM00480_CAA641raw","2019-11-27_KE518-KE008-Y_ECM00480_CAA641raw","KE518-KE008-Y","ECM00480","CAA641raw","Y","KE008",8,"KE518",518,"good",0
"167","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-28_KE501-KE007-C_UCC320170F_CAA508raw",2019-11-28,"2019-11-28_KE501-KE007-C_UCC320170F_CAA508raw","2019-11-28_KE501-KE007-C_UCC320170F_CAA508raw","KE501-KE007-C","UCC320170F","CAA508raw","C","KE007",7,"KE501",501,"good",0
"168","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-28_KE501-KE007-K_UCC320159F_CAA510raw",2019-11-28,"2019-11-28_KE501-KE007-K_UCC320159F_CAA510raw","2019-11-28_KE501-KE007-K_UCC320159F_CAA510raw","KE501-KE007-K","UCC320159F","CAA510raw","K","KE007",7,"KE501",501,"good",0
"169","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-28_KE519-KE008-C_UGF320609N_CAA482raw",2019-11-28,"2019-11-28_KE519-KE008-C_UGF320609N_CAA482raw","2019-11-28_KE519-KE008-C_UGF320609N_CAA482raw","KE519-KE008-C","UGF320609N","CAA482raw","C","KE008",8,"KE519",519,"good",0
"170","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-28_KE519-KE008-K_UCC320141F_CAA478raw",2019-11-28,"2019-11-28_KE519-KE008-K_UCC320141F_CAA478raw","2019-11-28_KE519-KE008-K_UCC320141F_CAA478raw","KE519-KE008-K","UCC320141F","CAA478raw","K","KE008",8,"KE519",519,"good",0
"171","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE502-KE011-C_UCC320111F_CAA488raw",2019-11-29,"2019-11-29_KE502-KE011-C_UCC320111F_CAA488raw","2019-11-29_KE502-KE011-C_UCC320111F_CAA488raw","KE502-KE011-C","UCC320111F","CAA488raw","C","KE011",11,"KE502",502,"good",0
"172","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE502-KE011-K_UCC320015N_CAA496raw",2019-11-29,"2019-11-29_KE502-KE011-K_UCC320015N_CAA496raw","2019-11-29_KE502-KE011-K_UCC320015N_CAA496raw","KE502-KE011-K","UCC320015N","CAA496raw","K","KE011",11,"KE502",502,"good",0
"173","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE502-KE011-Y_ECM00469_CAA650raw",2019-11-29,"2019-11-29_KE502-KE011-Y_ECM00469_CAA650raw","2019-11-29_KE502-KE011-Y_ECM00469_CAA650raw","KE502-KE011-Y","ECM00469","CAA650raw","Y","KE011",11,"KE502",502,"good",0
"174","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE504-KE013-C_UGF320502N_CAA481raw",2019-11-29,"2019-11-29_KE504-KE013-C_UGF320502N_CAA481raw","2019-11-29_KE504-KE013-C_UGF320502N_CAA481raw","KE504-KE013-C","UGF320502N","CAA481raw","C","KE013",13,"KE504",504,"good",0
"175","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE504-KE013-K_UGF320431N_CAA501raw",2019-11-29,"2019-11-29_KE504-KE013-K_UGF320431N_CAA501raw","2019-11-29_KE504-KE013-K_UGF320431N_CAA501raw","KE504-KE013-K","UGF320431N","CAA501raw","K","KE013",13,"KE504",504,"good",0
"176","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE504-KE013-Y_ECM00055_CAA707raw",2019-11-29,"2019-11-29_KE504-KE013-Y_ECM00055_CAA707raw","2019-11-29_KE504-KE013-Y_ECM00055_CAA707raw","KE504-KE013-Y","ECM00055","CAA707raw","Y","KE013",13,"KE504",504,"good",0
"177","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE508-KE008-C_UDE320010F_CAA480raw",2019-11-29,"2019-11-29_KE508-KE008-C_UDE320010F_CAA480raw","2019-11-29_KE508-KE008-C_UDE320010F_CAA480raw","KE508-KE008-C","UDE320010F","CAA480raw","C","KE008",8,"KE508",508,"good",0
"178","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE508-KE008-K_UCC320110F_CAA479raw",2019-11-29,"2019-11-29_KE508-KE008-K_UCC320110F_CAA479raw","2019-11-29_KE508-KE008-K_UCC320110F_CAA479raw","KE508-KE008-K","UCC320110F","CAA479raw","K","KE008",8,"KE508",508,"good",0
"179","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE508-KE008-Y_ECM00480_CAA699raw",2019-11-29,"2019-11-29_KE508-KE008-Y_ECM00480_CAA699raw","2019-11-29_KE508-KE008-Y_ECM00480_CAA699raw","KE508-KE008-Y","ECM00480","CAA699raw","Y","KE008",8,"KE508",508,"good",0
"180","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE509-KE010-C_UCC320129F_CAA522raw",2019-11-29,"2019-11-29_KE509-KE010-C_UCC320129F_CAA522raw","2019-11-29_KE509-KE010-C_UCC320129F_CAA522raw","KE509-KE010-C","UCC320129F","CAA522raw","C","KE010",10,"KE509",509,"good",0
"181","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE509-KE010-K_UCC320080N_CAA498raw",2019-11-29,"2019-11-29_KE509-KE010-K_UCC320080N_CAA498raw","2019-11-29_KE509-KE010-K_UCC320080N_CAA498raw","KE509-KE010-K","UCC320080N","CAA498raw","K","KE010",10,"KE509",509,"good",0
"182","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/2019-11-29_KE509-KE010-Y_ECM00503_CAA711raw",2019-11-29,"2019-11-29_KE509-KE010-Y_ECM00503_CAA711raw","2019-11-29_KE509-KE010-Y_ECM00503_CAA711raw","KE509-KE010-Y","ECM00503","CAA711raw","Y","KE010",10,"KE509",509,"good",0
"183","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/ECM00055_CAA718",NA,"ECM00055_CAA718","ECM00055_CAA718","CAA718",NA,NA,NA,NA,NA,"CAA718",718,"good",1
"184","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/ECM00466_CAA721",NA,"ECM00466_CAA721","ECM00466_CAA721","CAA721",NA,NA,NA,NA,NA,"CAA721",721,"good",1
"185","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/ECM00466_CAA748",NA,"ECM00466_CAA748","ECM00466_CAA748","CAA748",NA,NA,NA,NA,NA,"CAA748",748,"good",1
"186","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/ECM00469_CAA722",NA,"ECM00469_CAA722","ECM00469_CAA722","CAA722",NA,NA,NA,NA,NA,"CAA722",722,"good",1
"187","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/ECM00480_CAA747",NA,"ECM00480_CAA747","ECM00480_CAA747","CAA747",NA,NA,NA,NA,NA,"CAA747",747,"good",1
"188","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/ECM00501_CAA731",NA,"ECM00501_CAA731","ECM00501_CAA731","CAA731",NA,NA,NA,NA,NA,"CAA731",731,"good",1
"189","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/MicroPEM_092619_101518raw",NA,"MicroPEM_092619_101518raw","MicroPEM_092619_101518raw","092619","101518raw",NA,NA,NA,NA,"092619",92619,"good",1
"190","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/MicroPEM_092619_101641raw",NA,"MicroPEM_092619_101641raw","MicroPEM_092619_101641raw","092619","101641raw",NA,NA,NA,NA,"092619",92619,"good",1
"191","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/MicroPEM_102919_175759",NA,"MicroPEM_102919_175759","MicroPEM_102919_175759","102919","175759",NA,NA,NA,NA,"102919",102919,"good",1
"192","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320015N_CAA808",NA,"UCC320015N_CAA808","UCC320015N_CAA808","CAA808",NA,NA,NA,NA,NA,"CAA808",808,"good",1
"193","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320045N_CAA544",NA,"UCC320045N_CAA544","UCC320045N_CAA544","CAA544",NA,NA,NA,NA,NA,"CAA544",544,"good",1
"194","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320045N_CAA851",NA,"UCC320045N_CAA851","UCC320045N_CAA851","CAA851",NA,NA,NA,NA,NA,"CAA851",851,"good",1
"195","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320061N_CAA807",NA,"UCC320061N_CAA807","UCC320061N_CAA807","CAA807",NA,NA,NA,NA,NA,"CAA807",807,"good",1
"196","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320061N_CAA850",NA,"UCC320061N_CAA850","UCC320061N_CAA850","CAA850",NA,NA,NA,NA,NA,"CAA850",850,"good",1
"197","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320080N_CAA846",NA,"UCC320080N_CAA846","UCC320080N_CAA846","CAA846",NA,NA,NA,NA,NA,"CAA846",846,"good",1
"198","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320110F_CAA806",NA,"UCC320110F_CAA806","UCC320110F_CAA806","CAA806",NA,NA,NA,NA,NA,"CAA806",806,"good",1
"199","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320110F_ZIPPYRA",NA,"UCC320110F_ZIPPYRA","UCC320110F_ZIPPYRA","ZIPPYRA",NA,NA,NA,NA,NA,"ZIPPYRA",NA,"good",1
"200","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320129F_CAA521",NA,"UCC320129F_CAA521","UCC320129F_CAA521","CAA521",NA,NA,NA,NA,NA,"CAA521",521,"good",1
"201","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320129F_CAA841",NA,"UCC320129F_CAA841","UCC320129F_CAA841","CAA841",NA,NA,NA,NA,NA,"CAA841",841,"good",1
"202","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320141F_CAA328",NA,"UCC320141F_CAA328","UCC320141F_CAA328","CAA328",NA,NA,NA,NA,NA,"CAA328",328,"good",1
"203","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320159F_CAA540",NA,"UCC320159F_CAA540","UCC320159F_CAA540","CAA540",NA,NA,NA,NA,NA,"CAA540",540,"good",1
"204","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320159F_CAA801",NA,"UCC320159F_CAA801","UCC320159F_CAA801","CAA801",NA,NA,NA,NA,NA,"CAA801",801,"good",1
"205","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320168F_CAA836",NA,"UCC320168F_CAA836","UCC320168F_CAA836","CAA836",NA,NA,NA,NA,NA,"CAA836",836,"good",1
"206","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UCC320259N_CAA827",NA,"UCC320259N_CAA827","UCC320259N_CAA827","CAA827",NA,NA,NA,NA,NA,"CAA827",827,"good",1
"207","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UGF320431N_CAA571",NA,"UGF320431N_CAA571","UGF320431N_CAA571","CAA571",NA,NA,NA,NA,NA,"CAA571",571,"good",1
"208","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UGF320490N_CAA751",NA,"UGF320490N_CAA751","UGF320490N_CAA751","CAA751",NA,NA,NA,NA,NA,"CAA751",751,"good",1
"209","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UGF320569N_TESTraw",NA,"UGF320569N_TESTraw","UGF320569N_TESTraw","TESTraw",NA,NA,NA,NA,NA,"TESTraw",NA,"good",1
"210","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UGF320577N_CAA536",NA,"UGF320577N_CAA536","UGF320577N_CAA536","CAA536",NA,NA,NA,NA,NA,"CAA536",536,"good",1
"211","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/CleanAirAfrica/MicroPEMandECMRawFiles/UGF320577N_CAA753",NA,"UGF320577N_CAA753","UGF320577N_CAA753","CAA753",NA,NA,NA,NA,NA,"CAA753",753,"good",1
"212","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-09-20_KE777-KE013-A_7305",2019-09-20,"2019-09-20_KE777-KE013-A_7305","2019-09-20_KE777-KE013-A_7305","KE777-KE013-A","7305",NA,"A","KE013",13,"KE777",777,"good",1
"213","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-09-27_KE777-KE013-A_7328",2019-09-27,"2019-09-27_KE777-KE013-A_7328","2019-09-27_KE777-KE013-A_7328","KE777-KE013-A","7328",NA,"A","KE013",13,"KE777",777,"good",1
"214","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-10-04_KE777-KE04-A_7335",2019-10-04,"2019-10-04_KE777-KE04-A_7335","2019-10-04_KE777-KE04-A_7335","KE777-KE04-A","7335",NA,"A","KE04",4,"KE777",777,"good",1
"215","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-10-08_KE777-KE004-A_7208",2019-10-08,"2019-10-08_KE777-KE004-A_7208","2019-10-08_KE777-KE004-A_7208","KE777-KE004-A","7208",NA,"A","KE004",4,"KE777",777,"good",1
"216","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-10-18_KE777-KE004-A_7222",2019-10-18,"2019-10-18_KE777-KE004-A_7222","2019-10-18_KE777-KE004-A_7222","KE777-KE004-A","7222",NA,"A","KE004",4,"KE777",777,"good",1
"217","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-10-25_KE777-KE05-A_7318",2019-10-25,"2019-10-25_KE777-KE05-A_7318","2019-10-25_KE777-KE05-A_7318","KE777-KE05-A","7318",NA,"A","KE05",5,"KE777",777,"good",1
"218","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/AmbientP+/2019-11-29_KE777-KE004-A_7328",2019-11-29,"2019-11-29_KE777-KE004-A_7328","2019-11-29_KE777-KE004-A_7328","KE777-KE004-A","7328",NA,"A","KE004",4,"KE777",777,"good",1
"219","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-09-24_KE157-KE005-2_7319",2019-09-24,"2019-09-24_KE157-KE005-2_7319","2019-09-24_KE157-KE005-2_7319","KE157-KE005-2","7319",NA,"2","KE005",5,"KE157",157,"good",1
"220","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-09-24_KE157-KE011-1_7208",2019-09-24,"2019-09-24_KE157-KE011-1_7208","2019-09-24_KE157-KE011-1_7208","KE157-KE011-1","7208",NA,"1","KE011",11,"KE157",157,"good",1
"221","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-02_KE238-KE004-1_7290",2019-10-02,"2019-10-02_KE238-KE004-1_7290","2019-10-02_KE238-KE004-1_7290","KE238-KE004-1","7290",NA,"1","KE004",4,"KE238",238,"good",1
"222","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-02_KE238-KE004-2_7230",2019-10-02,"2019-10-02_KE238-KE004-2_7230","2019-10-02_KE238-KE004-2_7230","KE238-KE004-2","7230",NA,"2","KE004",4,"KE238",238,"good",1
"223","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-28_KE117-KE004-1_7223",2019-10-28,"2019-10-28_KE117-KE004-1_7223","2019-10-28_KE117-KE004-1_7223","KE117-KE004-1","7223",NA,"1","KE004",4,"KE117",117,"good",1
"224","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-28_KE117-KE004-2_7220",2019-10-28,"2019-10-28_KE117-KE004-2_7220","2019-10-28_KE117-KE004-2_7220","KE117-KE004-2","7220",NA,"2","KE004",4,"KE117",117,"good",1
"225","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-29_KE148-KE005-1_7318",2019-10-29,"2019-10-29_KE148-KE005-1_7318","2019-10-29_KE148-KE005-1_7318","KE148-KE005-1","7318",NA,"1","KE005",5,"KE148",148,"good",1
"226","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-29_KE148-KE005-2_7338",2019-10-29,"2019-10-29_KE148-KE005-2_7338","2019-10-29_KE148-KE005-2_7338","KE148-KE005-2","7338",NA,"2","KE005",5,"KE148",148,"good",1
"227","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-10-29_KE162-KE001-1_7290",2019-10-29,"2019-10-29_KE162-KE001-1_7290","2019-10-29_KE162-KE001-1_7290","KE162-KE001-1","7290",NA,"1","KE001",1,"KE162",162,"good",1
"228","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-11-04_KE148-KE011-1_7237",2019-11-04,"2019-11-04_KE148-KE011-1_7237","2019-11-04_KE148-KE011-1_7237","KE148-KE011-1","7237",NA,"1","KE011",11,"KE148",148,"good",1
"229","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-11-04_KE148-KE011-2_7290",2019-11-04,"2019-11-04_KE148-KE011-2_7290","2019-11-04_KE148-KE011-2_7290","KE148-KE011-2","7290",NA,"2","KE011",11,"KE148",148,"good",1
"230","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/PATS+/EmissionsP+/2019-11-04_KE148-KE011-TESTP+_7220",2019-11-04,"2019-11-04_KE148-KE011-TESTP+_7220","2019-11-04_KE148-KE011-TESTP+_7220","KE148-KE011-TESTP+","7220",NA,"TESTP+","KE011",11,"KE148",148,"good",1
