"","qa_date","fullname","basename","sampleID","filterID","sampletype","fieldworkerID","HHID","datestart","datetime_start","loggerID","shutdown_reason","dutycycle","AverageVolumetricFlowRate","RunTimeHrs","software_vers","filterID_upas","app_version","gps_lat_med","gps_lon_med","flow_mean","flow_sd","flow_min","flow_max","percent_flow_deviation","flow_flag","inletp_flag","temp_flag","rh_flag","shutdown_flag","filename_flag","flag_total","smry","analysis"
"35",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-07_KE103-KE05-E_PS0962_421","2019-11-07_KE103-KE05-E_PS0962_421","KE103-KE05-E","421","E",5,103,2019-11-07,2019-11-07 12:13:30,"PS0962",1,100,0.999,1.076,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE103-KE05-E___","A2.1.9",0.365899,35.3676775,0.999,0.009,0.992,1.054,0,0,0,0,0,0,0,0,TRUE,TRUE
"36",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-11_KE777-KE011-A_PS0966_358","2019-11-11_KE777-KE011-A_PS0966_358","KE777-KE011-A","358","A",11,777,2019-11-11,2019-11-11 14:44:30,"PS0966",1,50,0.998,94.891,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","---------------","A2.1.9",0.418841,35.323458,0.998,0.005,0.99,1.018,0,0,0,0,0,0,0,0,TRUE,TRUE
"37",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-18_KE777-KE011-A_PS0966_333","2019-11-18_KE777-KE011-A_PS0966_333","KE777-KE011-A","333","A",11,777,2019-11-18,2019-11-18 10:29:00,"PS0966",3,50,0.999,95.997,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE777-KE011-A__","A2.1.9",0.418809,35.323453,0.998,0.005,0.988,1.018,0,0,0,0,0,0,0,0,TRUE,TRUE
"38",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-22_KE510-KE011-E_PS0962_348","2019-11-22_KE510-KE011-E_PS0962_348","KE510-KE011-E","348","E",11,510,2019-11-22,2019-11-22 12:53:00,"PS0962",1,100,1.004,1.205,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE510-KE011-E__","A2.1.9",0,0,1.004,0.005,0.984,1.037,0,0,0,0,0,0,0,0,TRUE,TRUE
"39",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-25_KE777-KE004-A_PS0966_441","2019-11-25_KE777-KE004-A_PS0966_441","KE777-KE004-A","441","A",4,777,2019-11-25,2019-11-25 10:39:30,"PS0966",3,50,0.999,95.995,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE777-KE004-A__","A2.1.9",0.418896,35.323492,0.999,0.005,0.989,1.018,0,0,0,0,0,0,0,0,TRUE,TRUE
"40",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-26_KE508-KE004-E_PS0962_363","2019-11-26_KE508-KE004-E_PS0962_363","KE508-KE004-E","363","E",4,508,2019-11-26,2019-11-26 12:26:30,"PS0962",1,100,1.006,0.993,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE508-KE004-E__","A2.1.9",0,0,1.006,0.007,0.985,1.051,0,0,0,0,0,0,0,0,TRUE,TRUE
"41",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-27_KE501-KE001-E_PSO963_376","2019-11-27_KE501-KE001-E_PSO963_376","KE501-KE001-E","376","E",1,501,2019-11-27,2019-11-27 09:31:00,"PSO963",1,100,1.005,0.858,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE501-KE001-E__","",0,0,1.005,0.009,0.997,1.059,0,0,0,0,0,0,0,0,TRUE,TRUE
"42",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-11-28_KE502-KE011-E_PS0963_369","2019-11-28_KE502-KE011-E_PS0963_369","KE502-KE011-E","369","E",11,502,2019-11-28,2019-11-28 12:37:00,"PS0963",1,100,1.004,0.682,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE502-KE011-E__","A2.1.9",0,0,1.004,0.014,0.985,1.085,0,0,0,0,0,0,0,0,TRUE,TRUE
"43",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-12-02_KE511-KE011-E_PS0967_357","2019-12-02_KE511-KE011-E_PS0967_357","KE511-KE011-E","357","E",11,511,2019-12-02,2019-12-02 12:11:00,"PS0967",1,100,1.005,1.14,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE511-KE011-E__","A2.1.9",0,0,1.005,0.01,0.941,1.081,0,0,0,0,0,0,0,0,TRUE,TRUE
"44",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-12-03_KE505-KE004-E_PS0963_353","2019-12-03_KE505-KE004-E_PS0963_353","KE505-KE004-E","353","E",4,505,2019-12-03,2019-12-03 13:03:30,"PS0963",1,100,1.006,1.067,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE505-KE004-E__","A2.1.9",0,0,1.005,0.006,0.971,1.047,0,0,0,0,0,0,0,0,TRUE,TRUE
"45",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-12-03_KE507-KE005-E_PS0967-375","2019-12-03_KE507-KE005-E_PS0967-375","KE507-KE005-E",NA,"E",5,507,2019-12-03,2019-12-03 12:16:00,"PS0967-375",1,100,1.01,0.746,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE507-KE004-E__","A2.1.9",0,0,1.01,0.01,1.001,1.059,0,0,0,0,0,0,1,1,TRUE,TRUE
"46",2019-12-05,"/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/UPAS/2019-12-04_KE509-KE011-E_PS0962_351","2019-12-04_KE509-KE011-E_PS0962_351","KE509-KE011-E","351","E",11,509,2019-12-04,2019-12-04 11:28:00,"PS0962",1,100,1.005,1.479,"UPAS_v2_0-rev0104-L152RE_20180702_mbed116.bin compiledJul  2 2018_18:00:38UTC","KE509-KE011-E__","A2.1.9",0,0,1.006,0.006,1.002,1.062,0,0,0,0,0,0,0,0,TRUE,TRUE
