000000001ebb3d10
2019-02-01T03:29:45GMT,a0:e6:f8:50:ee:e4,-67
2019-02-01T03:30:06GMT,0e:f3:ee:78:46:37,-70
2019-02-01T03:30:26GMT,a0:e6:f8:50:ee:e4,-71
2019-02-01T03:30:26GMT,0e:f3:ee:78:46:37,-75
2019-02-01T03:30:47GMT,a0:e6:f8:50:ee:e4,-64
2019-02-01T03:30:47GMT,0c:f3:ee:16:75:5f,-57
2019-02-01T03:30:47GMT,0e:f3:ee:78:46:37,-76
2019-02-01T03:31:07GMT,a0:e6:f8:50:ee:e4,-62
2019-02-01T03:31:07GMT,0e:f3:ee:78:46:37,-75
2019-02-01T03:31:28GMT,a0:e6:f8:50:ee:e4,-63
2019-02-01T03:31:28GMT,0e:f3:ee:78:46:37,-67
2019-02-01T03:31:48GMT,a0:e6:f8:50:ee:e4,-63
2019-02-01T03:31:48GMT,0e:f3:ee:78:46:37,-78
2019-02-01T03:32:09GMT,a0:e6:f8:50:ee:e4,-62
2019-02-01T03:32:09GMT,0e:f3:ee:78:46:37,-84
2019-02-01T03:32:30GMT,a0:e6:f8:50:ee:e4,-64
2019-02-01T03:32:30GMT,0e:f3:ee:78:46:37,-77
2019-02-01T03:32:50GMT,a0:e6:f8:50:ee:e4,-64
2019-02-01T03:32:50GMT,0c:f3:ee:16:75:5f,-64
2019-02-01T03:32:50GMT,0e:f3:ee:78:46:37,-71
2019-02-01T03:33:11GMT,a0:e6:f8:50:ee:e4,-60
2019-02-01T03:33:11GMT,0e:f3:ee:78:46:37,-72
2019-02-01T03:33:31GMT,a0:e6:f8:50:ee:e4,-64
2019-02-01T03:33:31GMT,0c:f3:ee:16:75:5f,-63
2019-02-01T03:33:31GMT,0e:f3:ee:78:50:78,-68
2019-02-01T03:33:31GMT,0e:f3:ee:78:46:37,-66
2019-02-01T03:33:52GMT,a0:e6:f8:50:ee:e4,-65
2019-02-01T03:33:52GMT,0e:f3:ee:78:50:78,-64
2019-02-01T03:33:52GMT,0e:f3:ee:78:46:37,-72
2019-02-01T03:34:13GMT,0c:f3:ee:16:75:5f,-73
2019-02-01T03:34:13GMT,a0:e6:f8:50:ee:e4,-64
2019-02-01T03:34:13GMT,0e:f3:ee:78:50:78,-62
2019-02-01T03:34:13GMT,0e:f3:ee:78:46:37,-74
2019-02-01T03:34:13GMT,0c:f3:ee:1d:45:13,-77
2019-02-01T03:34:33GMT,a0:e6:f8:50:ee:e4,-65
2019-02-01T03:34:33GMT,0e:f3:ee:78:50:78,-69
2019-02-01T03:34:33GMT,0e:f3:ee:78:46:37,-78
2019-02-01T03:34:54GMT,a0:e6:f8:50:ee:e4,-69
2019-02-01T03:34:54GMT,0c:f3:ee:16:75:5f,-83
2019-02-01T03:34:54GMT,0e:f3:ee:78:46:37,-66
2019-02-01T03:35:14GMT,0e:f3:ee:78:50:78,-43
2019-02-01T03:35:14GMT,0e:f3:ee:78:46:37,-62
2019-02-01T03:35:14GMT,0c:f3:ee:1d:45:13,-61
2019-02-01T03:35:35GMT,a0:e6:f8:50:ee:e4,-69
2019-02-01T03:35:35GMT,0c:f3:ee:16:75:5f,-72
2019-02-01T03:35:35GMT,0e:f3:ee:78:50:78,-68
2019-02-01T03:35:35GMT,0e:f3:ee:78:46:37,-79
2019-02-01T03:35:56GMT,a0:e6:f8:50:ee:e4,-76
2019-02-01T03:35:56GMT,0e:f3:ee:78:50:78,-76
2019-02-01T03:35:56GMT,0e:f3:ee:78:46:37,-80
2019-02-01T03:36:16GMT,0c:f3:ee:16:75:5f,-80
2019-02-01T03:36:16GMT,0e:f3:ee:78:50:78,-63
2019-02-01T03:36:16GMT,0e:f3:ee:78:50:75,-53
2019-02-01T03:36:16GMT,0c:f3:ee:1d:45:13,-51
2019-02-01T03:36:16GMT,a0:e6:f8:50:ee:e4,-69
2019-02-01T03:36:16GMT,0e:f3:ee:78:46:37,-64
2019-02-01T03:36:37GMT,a0:e6:f8:50:ee:e4,-68
2019-02-01T03:36:37GMT,0e:f3:ee:78:50:75,-65
2019-02-01T03:36:37GMT,0e:f3:ee:78:50:78,-63
2019-02-01T03:36:37GMT,0e:f3:ee:78:46:37,-69
2019-02-01T03:36:37GMT,0c:f3:ee:1d:45:13,-61
2019-02-01T03:36:57GMT,a0:e6:f8:50:ee:e4,-65
2019-02-01T03:36:57GMT,0c:f3:ee:16:75:5f,-63
2019-02-01T03:36:57GMT,0e:f3:ee:78:50:75,-61
2019-02-01T03:37:18GMT,a0:e6:f8:50:ee:e4,-61
2019-02-01T03:37:18GMT,0e:f3:ee:78:46:37,-65
2019-02-01T03:37:18GMT,0e:f3:ee:78:50:75,-69
2019-02-01T03:37:39GMT,0c:f3:ee:16:75:5f,-75
2019-02-01T03:37:39GMT,0e:f3:ee:78:50:78,-65
2019-02-01T03:37:39GMT,0e:f3:ee:78:46:37,-76
