0000000046da161d
2019-02-04T05:02:30GMT,0c:f3:ee:16:70:26,-51
2019-02-04T05:02:30GMT,0e:f3:ee:78:46:37,-69
2019-02-04T05:02:30GMT,0e:f3:ee:78:50:76,-71
2019-02-04T05:02:30GMT,0c:f3:ee:16:70:dd,-67
2019-02-04T05:02:50GMT,0e:f3:ee:78:50:76,-31
2019-02-04T05:02:50GMT,0e:f3:ee:78:46:37,-33
2019-02-04T05:02:50GMT,0c:f3:ee:16:70:dd,-59
2019-02-04T05:03:11GMT,0e:f3:ee:78:50:76,-32
2019-02-04T05:03:11GMT,0e:f3:ee:78:46:37,-28
2019-02-04T05:03:11GMT,0c:f3:ee:16:70:26,-44
2019-02-04T05:03:11GMT,0c:f3:ee:16:70:dd,-57
2019-02-04T05:03:32GMT,0e:f3:ee:78:46:37,-28
2019-02-04T05:03:32GMT,0e:f3:ee:78:50:76,-33
2019-02-04T05:03:32GMT,0c:f3:ee:16:70:dd,-61
2019-02-04T05:03:52GMT,0c:f3:ee:16:70:26,-50
2019-02-04T05:03:52GMT,0e:f3:ee:78:46:37,-32
2019-02-04T05:03:52GMT,0c:f3:ee:16:70:dd,-66
2019-02-04T05:03:52GMT,0e:f3:ee:78:50:76,-33
2019-02-04T05:04:13GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:04:13GMT,0e:f3:ee:78:46:37,-32
2019-02-04T05:04:13GMT,0c:f3:ee:1d:44:90,-46
2019-02-04T05:04:13GMT,0c:f3:ee:16:70:dd,-68
2019-02-04T05:04:33GMT,0c:f3:ee:16:70:26,-43
2019-02-04T05:04:33GMT,0e:f3:ee:78:46:37,-32
2019-02-04T05:04:33GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:04:33GMT,0c:f3:ee:1d:44:90,-45
2019-02-04T05:04:33GMT,0c:f3:ee:16:70:dd,-83
2019-02-04T05:04:54GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:04:54GMT,0e:f3:ee:78:46:37,-32
2019-02-04T05:04:54GMT,0c:f3:ee:16:70:dd,-49
2019-02-04T05:05:15GMT,0c:f3:ee:16:70:dd,-36
2019-02-04T05:05:15GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:05:15GMT,0e:f3:ee:78:46:37,-29
2019-02-04T05:05:15GMT,0c:f3:ee:16:70:26,-42
2019-02-04T05:05:35GMT,0c:f3:ee:16:70:dd,-36
2019-02-04T05:05:56GMT,0e:f3:ee:78:46:37,-28
2019-02-04T05:05:56GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:05:56GMT,0c:f3:ee:16:70:dd,-76
2019-02-04T05:06:16GMT,0e:f3:ee:78:46:37,-28
2019-02-04T05:06:16GMT,0e:f3:ee:78:50:76,-32
2019-02-04T05:06:16GMT,0c:f3:ee:16:70:26,-39
2019-02-04T05:06:37GMT,0e:f3:ee:78:50:76,-33
2019-02-04T05:06:37GMT,0e:f3:ee:78:46:37,-28
2019-02-04T05:06:37GMT,0c:f3:ee:1d:44:90,-60
2019-02-04T05:06:37GMT,0c:f3:ee:16:70:dd,-43
2019-02-04T05:06:58GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:06:58GMT,0e:f3:ee:78:46:37,-28
2019-02-04T05:06:58GMT,0c:f3:ee:1d:44:90,-59
2019-02-04T05:06:58GMT,0c:f3:ee:16:70:26,-62
2019-02-04T05:06:58GMT,0c:f3:ee:16:70:dd,-45
2019-02-04T05:07:18GMT,0c:f3:ee:16:70:dd,-43
2019-02-04T05:07:18GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:07:18GMT,0c:f3:ee:16:70:26,-50
2019-02-04T05:07:18GMT,0c:f3:ee:1d:44:90,-48
2019-02-04T05:07:39GMT,0e:f3:ee:78:50:76,-34
2019-02-04T05:07:39GMT,0e:f3:ee:78:46:37,-31
